timestamp,slice_id,node_id,node_type,cpu,memory,latency_ms,packet_loss,throughput_mbps,prb_utilization,fault_label,fault_type,source
2026-05-10T11:29:10+00:00,slice_1,gnb_1,gNB,49.241,55.918,23.445,0.002087,525.044,0.797717,0,,realistic_mixed
2026-05-10T11:29:10+00:00,slice_2,upf_2,UPF,57.502,54.899,30.431,0.003212,93.912,0.743915,0,,realistic_mixed
2026-05-10T11:29:10+00:00,slice_3,router_3,Router,56.529,67.408,10.705,0.005809,289.471,0.72205,0,,realistic_mixed
2026-05-10T11:29:10+00:00,slice_1,service_4,Service,57.106,54.76,31.801,0.012995,528.087,0.90297,0,,realistic_mixed
2026-05-10T11:29:10+00:00,slice_2,amf_5,AMF,46.125,50.539,31.344,0.002441,213.618,0.646682,0,,realistic_mixed
2026-05-10T11:29:10+00:00,slice_3,smf_6,SMF,51.109,56.461,12.206,0.002997,298.631,0.733135,0,,realistic_mixed
2026-05-10T11:29:10+00:00,slice_1,gnb_7,gNB,46.804,57.885,23.07,0.005334,529.751,0.792091,0,,realistic_mixed
2026-05-10T11:29:10+00:00,slice_2,upf_8,UPF,52.709,51.413,29.909,0.00257,134.994,0.67512,0,,realistic_mixed
2026-05-10T11:30:10+00:00,slice_1,gnb_1,gNB,50.05,50.518,23.244,0.004095,394.593,0.798076,0,,realistic_mixed
2026-05-10T11:30:10+00:00,slice_2,upf_2,UPF,56.95,63.737,30.444,0.0043,275.728,0.623618,0,,realistic_mixed
2026-05-10T11:30:10+00:00,slice_3,router_3,Router,55.862,53.364,9.811,0.002161,291.521,0.660909,0,,realistic_mixed
2026-05-10T11:30:10+00:00,slice_1,service_4,Service,59.25,62.029,21.203,0.003133,586.727,0.787212,0,,realistic_mixed
2026-05-10T11:30:10+00:00,slice_2,amf_5,AMF,42.854,51.845,30.325,0.002534,184.633,0.656125,0,,realistic_mixed
2026-05-10T11:30:10+00:00,slice_3,smf_6,SMF,54.653,62.22,10.871,0.002836,487.916,0.765028,0,,realistic_mixed
2026-05-10T11:30:10+00:00,slice_1,gnb_7,gNB,53.919,63.315,21.549,0.004565,440.316,0.765222,0,,realistic_mixed
2026-05-10T11:30:10+00:00,slice_2,upf_8,UPF,52.113,44.631,31.553,0.004099,214.619,0.641071,0,,realistic_mixed
2026-05-10T11:31:10+00:00,slice_1,gnb_1,gNB,55.684,46.096,27.886,0.010799,643.789,0.858779,0,,realistic_mixed
2026-05-10T11:31:10+00:00,slice_2,upf_2,UPF,53.045,46.928,35.275,0.00293,258.253,0.799801,0,,realistic_mixed
2026-05-10T11:31:10+00:00,slice_3,router_3,Router,53.029,55.451,10.54,0.00369,409.719,0.717913,0,,realistic_mixed
2026-05-10T11:31:10+00:00,slice_1,service_4,Service,50.078,50.615,20.929,0.004048,451.399,0.775546,0,,realistic_mixed
2026-05-10T11:31:10+00:00,slice_2,amf_5,AMF,62.791,69.192,31.351,0.006173,136.455,0.647737,0,,realistic_mixed
2026-05-10T11:31:10+00:00,slice_3,smf_6,SMF,60.396,69.176,11.018,0.002412,403.816,0.667985,0,,realistic_mixed
2026-05-10T11:31:10+00:00,slice_1,gnb_7,gNB,59.654,52.216,20.271,0.002941,651.895,0.772706,0,,realistic_mixed
